Gene1	Gene2	Weight
CRK	CBL	1
SNAPC5	SNAPC2	1
MRPL16	MRPL21	1
RPL30	MOV10	1
NDUFA8	NDUFB6	1
RPP40	RPP38	1
YBX3	NPM1	1
MED27	MED14	1
CNOT11	CNOT1	1
NDUFB3	NDUFAB1	1
SNRPB	RNPC3	1
TRAF2	MALT1	1
RPS9	RPS4Y1	1
RPL34	RPL28	1
MED21	MED22	1
ZCRB1	SNRNP25	1
RPN2	MAGT1	1
HAT1	CHAF1B	1
ZFYVE27	ATL2	1
RNF31	SHARPIN	1
RASAL2	MCC	1
MED11	MED6	1
INO80E	RUVBL2	1
TOP2A	NPM1	1
TBP	CHD3	1
DHX9	HNRNPR	1
MED29	MED26	1
TRAF6	TAB2	1
MTA2	RAD21	1
KPNA1	NPM1	1
RPL34	RPL30	1
NFKB1	RASAL2	1
RPL28	RPL18	1
SIN3A	SMARCA2	1
RPL24	RPLP0	1
E2F6	WDR5	1
BIRC5	INCENP	1
MRPL27	MRPL32	1
POLR1A	POLR1G	1
RPS4X	RPL29	1
RPL37A	RPL14	1
TJP1	CPSF6	1
H3-3B	IPO4	1
POLR2C	POLR2H	1
TIMM17B	TIMM23	1
MED22	MED27	1
TSEN2	TSEN54	1
CDK8	MED16	1
RPLP2	RPL10	1
SNRNP35	SF3B4	1
MRPL30	MRPL39	1
EFTUD2	LSM4	1
INO80C	NFRKB	1
HAUS1	HAUS2	1
CTBP1	ZNF217	1
POLR2A	SMARCA4	1
NUP133	NUP160	1
RSL24D1	RPL34	1
SNRPB	DDX46	1
MXD1	SIN3A	1
MYH9	ACTB	1
RPP30	RPP38	1
CDC16	CDC27	1
NFKB2	IQGAP2	1
ASH2L	DPY30	1
FTH1	FTL	1
MRPL44	MRPL17	1
RPP14	RPP38	1
CHAF1B	HIRA	1
MT-ND5	NDUFB6	1
TINF2	TNKS	1
RPL11	RPL15	1
SMARCC2	ARID1B	1
BOP1	WDR12	1
CHAF1A	NASP	1
MED18	MED30	1
CHD4	MED4	1
RAB27A	SYTL3	1
RBL2	RBL1	1
NDUFB5	NDUFB10	1
NDUFV2	MT-ND2	1
DYNLT3	DYNLRB1	1
SF3B3	RNPC3	1
FBXW11	RELA	1
RPL31	RPL14	1
EFTUD2	PAXBP1	1
CDK12	MOV10	1
RPL12	RPLP1	1
HAUS7	HAUS3	1
ILF3	NCL	1
RPL7	RPL34	1
POP7	POP1	1
TRAPPC5	TRAPPC2	1
ERCC3	CDK7	1
TAF5	TAF2	1
KDM1A	MTA2	1
MCM2	H3C3	1
LRRC8E	LRRC8D	1
NELFA	NELFCD	1
PRIM1	POLD1	1
POLR2H	POLR1G	1
RBBP4	LIN9	1
MT-CO1	MT-CO2	1
DYNLL1	DYNLT2B	1
SNAP23	STX11	1
PRIM2	POLD1	1
UVRAG	PIK3R4	1
IRF9	STAT2	1
MRPL44	MRPL34	1
HCFC1	KAT8	1
INTS4	INTS1	1
HSPA8	STUB1	1
TRAPPC8	TRAPPC4	1
NDUFS3	NDUFB6	1
MED8	MED30	1
POLR2B	POLR2H	1
POT1	TERF2	1
NCAPD3	SMC4	1
DDX11	DSCC1	1
PHF20	KAT8	1
ATP5PB	ATP5MG	1
POLR2L	POLR2J	1
POLR2A	POLR2I	1
YY1	NOTCH1	1
SNRPB	SF3B1	1
CNOT11	CNOT6	1
ZCRB1	SNRPD3	1
CCND3	CDK6	1
ZRSR2	SNRPD3	1
EIF3I	EIF3E	1
EIF2S1	EIF2S3	1
MAP2K5	SQSTM1	1
RSL24D1	RPL37A	1
DHX16	PCF11	1
RPL6	RPL30	1
KMT2D	KDM6A	1
RBBP5	KMT2C	1
CDC40	DHX16	1
BCL10	TAB2	1
CDC5L	SNRPF	1
TP53	USP7	1
MRPL30	MRPL47	1
CAPZB	WASHC4	1
RFC2	RFC1	1
RBBP7	ARID4A	1
HDAC2	CTBP2	1
RPL36	RPL30	1
ATP5PB	ATP5IF1	1
PI4K2A	DNM2	1
RPL15	RPL13	1
NDUFAF1	NDUFA6	1
MAP2K2	YWHAE	1
RBM17	TXNL4A	1
AP3B1	BLOC1S3	1
CBL	SOS1	1
SF3B4	SRSF1	1
MED19	MED20	1
RREB1	EHMT1	1
STAU1	RPL26	1
MED10	MED25	1
TAF12	MTA2	1
MED24	MED22	1
LSM6	LSM3	1
ARPC4	ARPC3	1
EIF3F	EIF3L	1
BLOC1S4	AP3M1	1
H3C3	HIRA	1
DDX28	FASTKD2	1
CENPN	CENPH	1
RPS23	RPL10	1
SF3B1	ISY1	1
SF3B4	ZCRB1	1
ITGB1	ITGA3	1
DGCR8	DROSHA	1
SMARCA1	CECR2	1
SQSTM1	PRKCI	1
NFKBIE	NFKB1	1
SNRPB2	SNRPD2	1
HAUS5	HAUS6	1
ATP5ME	ATP5PD	1
NDUFB10	NDUFAB1	1
NDUFB1	NDUFAB1	1
KANSL1	MCRS1	1
ATG13	ULK2	1
RBL2	TFDP1	1
CTNNBIP1	CTNNB1	1
TAF9	SMARCA2	1
RPL6	RPL18	1
MCRS1	ACTR8	1
RCOR1	CHD4	1
COX6C	SURF1	1
HSP90B1	HSPA5	1
RUVBL1	EPC1	1
EIF3A	EIF3K	1
MED11	MED27	1
SRPK1	PRPF8	1
POLR2L	POLR2D	1
ATP5F1D	ATP5PO	1
PHF21B	PHF21A	1
SF3B5	SNRPD1	1
WDR5	SETD1B	1
SNW1	SNRPA	1
RUVBL1	ACTR5	1
MT-ATP6	ATP5PD	1
MED18	MED16	1
PPP2CB	PPP2R1A	1
RPL13	RPL27	1
HMG20B	ZNF217	1
DTNBP1	AP3B1	1
RREB1	HMG20A	1
SF3B1	SNRPD3	1
VPS53	VPS51	1
RPL10A	RPL11	1
AP3S1	AP3B2	1
RPL7	RPL37A	1
AP3M1	BLOC1S3	1
RPL14	RPL26	1
CNOT7	CNOT6	1
RPS6	RPL28	1
MRPL19	MRPL54	1
ASB9	CUL5	1
RPL21	RPL14	1
TRAPPC12	TRAPPC8	1
TRAPPC2L	TRAPPC2	1
MRPL42	MRPL50	1
E2F4	CCNA2	1
LSM3	SNRPB2	1
BLM	TOP3A	1
POP7	RPP38	1
MRPL19	MRPL55	1
TRAPPC2L	TRAPPC12	1
SEPTIN7	SEPTIN9	1
DR1	KAT2A	1
CCT4	CCT8	1
SNRNP40	SF3A1	1
NFKBIB	RASAL2	1
RUVBL1	DMAP1	1
ATP5PO	ATP5F1C	1
SPEN	XAB2	1
TRAPPC2L	TRAPPC6A	1
POLD2	POLD3	1
MCC	POLR1E	1
WASHC2A	WASHC4	1
MCUB	MCU	1
MORF4L1	EPC1	1
NDUFC2	NDUFAB1	1
ZRSR2	SNRNP35	1
DDB1	GPS1	1
CTBP1	CBX4	1
TRAPPC10	TRAPPC3	1
CENPP	ITGB3BP	1
MED7	MED19	1
NDUFB3	NDUFB1	1
MED4	MED27	1
AQR	RBM25	1
MRPL43	MRPL20	1
RPL10A	RPL28	1
AIMP1	DARS1	1
SART1	SNRPC	1
SNRNP48	RNPC3	1
RPL27A	RPL29	1
MT-ND4	NDUFB1	1
CDC5L	HNRNPU	1
SNRPE	SF3B5	1
SGF29	KAT14	1
AIMP1	IARS1	1
MED7	MED10	1
NDUFA1	NDUFB3	1
POLR2H	POLR2K	1
LIN7C	MPP7	1
RPS10	RPL7A	1
MED21	MED29	1
TTC37	SKIV2L	1
NDUFS8	NDUFB1	1
DROSHA	ILF2	1
RPL14	MOV10	1
NDUFB6	NDUFA6	1
RCOR1	RREB1	1
CENPN	CENPQ	1
RBPJ	SPEN	1
NDUFB9	NDUFB2	1
RPP14	RPP40	1
MT-ND5	NDUFB10	1
MCRS1	TAF4	1
DHX8	MAGOH	1
SUZ12	EED	1
CPSF2	SYMPK	1
SNRNP40	SNRPD3	1
WRAP53	NHP2	1
CENPQ	CENPU	1
ATF3	JUN	1
RPS16	RPL11	1
PRKCZ	WWC1	1
AP3D1	BLOC1S2	1
NDUFA5	NDUFB3	1
MED25	MED16	1
STAG2	MTA2	1
PIK3C3	ULK1	1
ILF3	ILF2	1
DYNC2I2	DYNLT1	1
MRPL34	MRPL28	1
NDUFB8	NDUFAB1	1
AKTIP	HOOK3	1
VIRMA	SRRT	1
DYNLL2	DYNLT1	1
EIF3A	EIF3J	1
SNW1	PRPF8	1
RPL28	RPL30	1
NFRKB	ACTR8	1
SUCLG2	SUCLG1	1
ITGA5	TGM2	1
HAUS5	HAUS8	1
NDUFS5	NDUFS2	1
TRAF3IP1	IFT80	1
CDK12	SRRM2	1
NDUFB11	NDUFB6	1
MT-ND4	NDUFB4	1
WASF2	CYFIP1	1
ATP5MG	MT-ATP6	1
RPS6	RPL13	1
YBX3	PTCD3	1
WDR48	USP12	1
AP3B1	FKBP15	1
CDC5L	EFTUD2	1
MAPK1	MAPK3	1
RCOR1	HDAC3	1
MED21	MED4	1
MBD3	SMARCA5	1
MED10	MED30	1
DOCK7	ARHGEF2	1
IKBKG	NFKB1	1
YBX3	H2AX	1
ATP5F1E	ATP5F1C	1
MRPL1	MRPL19	1
ERCC3	CCNH	1
RFC1	TOP1	1
RUVBL2	INO80D	1
GEMIN6	STRAP	1
SAP30	NCOR2	1
IARS1	MARS1	1
INTS11	LENG8	1
LARS1	EEF1E1	1
INTS7	INTS5	1
POLR2J	POLR2B	1
POP5	RPP38	1
RPL35A	RPL7A	1
RARS1	AIMP2	1
DICER1	RPL15	1
AQR	USP39	1
ZRSR2	ZMAT5	1
CASP2	CRADD	1
CPSF4	FIP1L1	1
EIF3H	EIF3A	1
BCAS2	PRPF19	1
RPLP2	DICER1	1
DOCK7	WASHC5	1
HCFC1	MCRS1	1
MCM2	MCM4	1
INO80E	INO80	1
MED19	MED1	1
TRAPPC2L	TRAPPC6B	1
ATP5F1E	ATP5PO	1
FN1	HPR	1
SAP30	SAP130	1
AP3B1	AP3B2	1
CENPU	CENPC	1
RELA	TNIP2	1
SNRPB	PPIH	1
SF3B3	SART1	1
POLR2A	POLR2B	1
SIN3A	BRMS1L	1
RPL14	RPL12	1
MED18	MED26	1
INTS8	INTS3	1
EXOSC4	EXOSC2	1
GID8	RANBP9	1
OS9	SEL1L	1
KARS1	AIMP2	1
POLR2A	POLR2K	1
MED22	MED8	1
RPL32	RPL11	1
NDUFS6	NDUFB4	1
MTA1	MTA2	1
RBBP4	LIN52	1
POLR2F	POLR2A	1
NFRKB	MCRS1	1
ISY1	CRNKL1	1
CHD3	RAD21	1
EIF3G	EIF3H	1
SF3B2	SNRPD1	1
SNW1	CDC5L	1
DYNC1H1	HSPA8	1
ASF1B	NASP	1
LCOR	ZEB1	1
DHX16	SNRNP27	1
MAX	MXD1	1
COPS8	SKP1	1
POP4	RPP38	1
C1QBP	MCM6	1
MNAT1	CDK7	1
PPIE	AQR	1
TRAPPC5	TRAPPC6B	1
RPL36	RPL14	1
CTCF	KPNA1	1
RPL11	RPL30	1
ING2	SIN3A	1
NFKBIE	NFKBIA	1
ACTR8	RUVBL2	1
SNRPA1	SNRPD1	1
ITGB1	ITGA4	1
NDUFB8	NDUFB9	1
MBD2	MTA2	1
POLR2F	POLR2H	1
TBL1Y	HDAC3	1
RPLP0	RPL12	1
RBBP4	CHD3	1
PHF20	HCFC1	1
TRAPPC12	TRAPPC2	1
EIF3G	EIF3A	1
KMT2D	RNF2	1
RPS27A	RPL37A	1
BAP18	ASH2L	1
WASHC2A	WASHC5	1
TINF2	TERF2	1
DTNBP1	AP3B2	1
MED22	MED20	1
HDAC1	ARID4A	1
RPL27	MOV10	1
EIF3C	EIF3D	1
CDC5L	SF3A1	1
STAG2	SMC3	1
TRAPPC5	TRAPPC8	1
RPL10A	RPL27	1
EIF3D	EIF3K	1
SGF29	MBIP	1
NELFA	NELFB	1
MAP2K1	YWHAE	1
RPL12	RPL27	1
OS9	HSPA5	1
MLLT1	CBX8	1
HOOK1	VPS18	1
INO80E	ACTR5	1
CCT6A	CCT5	1
ZMYM2	PHF21B	1
UBAC1	RNF123	1
TRAPPC1	TRAPPC12	1
INTS4	INTS8	1
RPL10A	RPL12	1
TAL1	TCF3	1
SF3B4	ZRSR2	1
RPS25	RPL7	1
ZRSR2	SNRNP25	1
SRSF5	SF3B4	1
NHP2	NOP10	1
VIRMA	RNPS1	1
AIMP1	AIMP2	1
UBE2J1	ERLEC1	1
STAG2	BAZ1A	1
COG1	COG8	1
EIF4E	EIF4A1	1
TRA2B	SRRM1	1
RPL19	RPL13	1
CLTC	FKBP15	1
TAF11	TAF2	1
ZRSR2	SF3B1	1
MT-ND2	NDUFB8	1
KDM1A	ZEB1	1
HSP90AB1	CHUK	1
RPL37A	RPL11	1
RPL7	DICER1	1
TRAPPC2	TRAPPC6B	1
NDUFB8	NDUFB4	1
CENPL	CENPU	1
CDC5L	PRPF4	1
LSM5	LSM3	1
SF3B2	SRRM1	1
CRY2	CUL1	1
SPC24	NUF2	1
LRRC8B	LRRC8E	1
SRRT	SRSF9	1
MRPL47	MRPL24	1
NDUFS3	NDUFA6	1
HTATSF1	CWC15	1
SAP130	SUDS3	1
LRRC8C	LRRC8E	1
TINF2	POT1	1
RPL32	DICER1	1
RPS6	YBX1	1
RNPC3	SF3B4	1
MRPL40	MRPL38	1
FBXW11	NFKB2	1
ASH2L	KMT2D	1
RPL7	RPL27	1
HDAC3	MED4	1
DYNLL1	DYNLRB1	1
PPIE	SNRPD1	1
MED4	MED30	1
TGFB1	ITGB8	1
RPL7	RPL15	1
NDUFC2	NDUFS6	1
PPIL1	XAB2	1
DCLRE1C	PRKDC	1
RPL36	RPL7A	1
NELFE	NELFCD	1
SERPINA1	CTSG	1
MED11	MED14	1
CNOT11	CNOT9	1
POLR2D	POLR2A	1
RPL37A	RPL32	1
RAD51B	RAD51C	1
EIF3E	EIF3J	1
RPL5	RPS18	1
RFC2	CHTF18	1
H4C2	RBBP4	1
RBBP4	ARID4A	1
AP3B2	AP3M2	1
MED4	MED15	1
KARS1	IARS1	1
SRPK1	DHX9	1
LSM5	LSM7	1
EIF3I	EIF3F	1
NDUFB11	NDUFAB1	1
BCAS2	CDC5L	1
RBBP7	SUZ12	1
H3-3B	HIRA	1
RBBP4	LIN54	1
ARID4A	SIN3A	1
PIK3C3	UVRAG	1
PRPF3	SF3A3	1
CTCF	TOP2A	1
NDUFA9	NDUFB6	1
MED11	MED31	1
RPS19	RPL7A	1
SMC1A	STAG1	1
RPL35A	RPL10A	1
PIK3C2B	PIK3C2A	1
NFKB2	NFKBIE	1
RPL6	RPS9	1
MT-ND4	NDUFB8	1
MBD2	RAD21	1
RBBP7	SAP30	1
LAS1L	TAF1	1
NFKB2	RASAL2	1
MED8	MED26	1
LCOR	KDM1A	1
MED17	CDK8	1
POP5	RPP40	1
CTCF	H2AZ1	1
SKP2	GPS1	1
TAF11	TAF10	1
RELA	NFKBIE	1
TAF11	TAF9	1
TRAPPC2L	TRAPPC4	1
DDX23	PRPF8	1
RPS9	RPL15	1
NDUFC2	NDUFB2	1
CDK1	CCNB1	1
PRPF4B	MAGOH	1
SNAPC1	SNAPC5	1
MTA1	CDK7	1
INTS8	INTS9	1
BIRC5	CDCA8	1
HAUS3	HAUS2	1
SNRPF	SF3B4	1
RPLP2	RPLP1	1
ARPC3	ACTR3	1
UBR5	TUBB	1
RPS11	RPL27	1
TUBB	HSPA5	1
RPN1	MAGT1	1
SYMPK	CSTF2	1
HMG20A	ZNF217	1
SF3B1	SF3B2	1
AP3S1	BLOC1S2	1
RPL35A	RPL28	1
INO80C	INO80	1
EIF3B	EIF3J	1
TRAPPC2L	TRAPPC5	1
GPS1	DTL	1
RAD21	STAG1	1
H2AX	PARP1	1
NDUFS2	NDUFAB1	1
NDUFB11	NDUFB10	1
ATP5ME	ATP5F1C	1
ATP5MC1	ATP5F1A	1
SRSF1	RBM39	1
CNOT1	CNOT9	1
BAG5	HSPA4	1
RPL14	RPL30	1
RBM22	SRRM1	1
EIF3C	EIF3G	1
NDUFS6	NDUFB6	1
RPLP2	RPL34	1
SIN3A	NCOR1	1
RPL7	RPL18A	1
RPS27A	RPL23A	1
SNRPD3	PRMT5	1
RPL4	RPL26	1
SMARCA5	BAZ2A	1
DDX21	SMARCA5	1
MRPL34	MRPL4	1
WDR5	ZZZ3	1
POLR2F	POLR2I	1
SNRPE	SF3A1	1
CCT5	TCP1	1
H3C3	NASP	1
BCAS2	SNRNP200	1
MRPL50	MRPL17	1
EPS8	ABI1	1
NDUFA8	NDUFA3	1
ATP5IF1	MT-ATP6	1
ATP5MG	MT-ATP8	1
RPL35A	RPL13	1
MED22	MED16	1
CDC5L	SF3B1	1
SNRNP35	SF3B6	1
COX16	SURF1	1
IFT80	IFT20	1
GPAA1	PIGU	1
ATP5F1B	ATP5PD	1
CPSF2	FIP1L1	1
INTS5	INTS9	1
ARID4A	SUDS3	1
CRNKL1	SRSF11	1
LIN37	RBBP4	1
CENPQ	CENPO	1
CHTOP	PRMT5	1
NDUFB4	NDUFB10	1
NCOR1	TBL1XR1	1
CCT2	CCT3	1
MED22	MED6	1
SAV1	STK3	1
RUVBL1	TEX10	1
TLE2	TLE1	1
SYF2	RBM17	1
MRPL47	MRPL19	1
QARS1	MARS1	1
HDAC1	RBBP5	1
CUL4B	GPS1	1
RPL35A	RPL34	1
BRK1	WASF2	1
VPS29	VPS35	1
NUP107	NUP98	1
SNW1	SF3B6	1
DR1	TADA2A	1
PDCD7	SF3B2	1
MED22	MED17	1
RPL32	RPL34	1
TJP1	DHX16	1
MRPL17	MRPL55	1
SF3B4	SF3B6	1
ZNF217	KDM1A	1
INTS4	INTS3	1
ING2	RBBP7	1
RELB	NFKB1	1
CTSG	SERPINA3	1
RBM8A	CASC3	1
HDAC3	NCOR2	1
MNAT1	CCNH	1
MRPL53	MRPL52	1
LSM1	LSM4	1
LAS1L	TEX10	1
NDUFB7	NDUFB8	1
RUVBL1	TRRAP	1
VPS28	VPS37C	1
GRB2	SOS1	1
PIK3C3	PIK3R4	1
MT-ND2	NDUFB7	1
PRKDC	HSPA8	1
DDX17	HNRNPH1	1
U2SURP	SNRNP70	1
PRPF31	RUVBL1	1
MED13	MED30	1
DICER1	RPL11	1
CCT3	CCT4	1
ARHGEF2	WASHC5	1
RPS6	RPL27	1
STAG2	SMC1A	1
ATP5PO	MT-ATP6	1
MTA3	MTA2	1
KMT2A	SAP30	1
SF3B1	SRSF1	1
TRAPPC5	TRAPPC10	1
MED7	MED22	1
VIRMA	PABPC1	1
LSM3	PAXBP1	1
SRSF3	RNPS1	1
TAF11	TAF1	1
RPL7	MOV10	1
RPL7	RPS14	1
REL	IKBKB	1
MED17	MED13L	1
MRPL34	MRPL17	1
IPO4	HIRA	1
MED18	MED27	1
MED23	MED8	1
STAG2	SMARCA5	1
RPL23A	RPS23	1
KMT2A	CHD3	1
DGCR8	SRPK1	1
ZMAT5	SNRPE	1
RPL15	RPL27	1
POLR2D	POLR2B	1
BCAS2	AQR	1
SSRP1	TOP2A	1
FBL	RPL8	1
TRAPPC4	TRAPPC6A	1
PHF21B	KDM1A	1
WDR61	SKIV2L	1
MCRS1	ACTR5	1
POLR2C	POLR2I	1
SNRNP27	SNRPD1	1
GTF2I	RELA	1
MT-ND4	NDUFB9	1
SF3B1	DHX16	1
MED13L	MED14	1
SF3B4	SRRM1	1
WDR5	KMT2D	1
CREBBP	SUPT6H	1
CUL1	SKP2	1
CUL1	GPS1	1
ITGAV	TGFB1	1
ACTR8	ACTL6A	1
NDUFB7	NDUFAB1	1
BCAS2	PPIE	1
RPL10A	RPL7A	1
PAXIP1	NBN	1
IGF2BP3	SNW1	1
TRAPPC12	TRAPPC9	1
DHX8	MOV10	1
SNRPE	PRPF8	1
RCOR1	LCOR	1
RBX1	CUL2	1
RPLP2	RPL12	1
PIGU	PIGS	1
NDUFC2	NDUFB11	1
CENPN	CENPT	1
BRK1	NCKAP1	1
TRAPPC9	TRAPPC10	1
MT-CO1	COX15	1
DDX21	BAZ1B	1
MTA3	MBD3	1
WDHD1	DSCC1	1
DYNC2I2	DYNLT3	1
UBE2J1	SYVN1	1
NDUFB7	MT-ND1	1
MED19	MED23	1
RPL11	RPL27	1
LMNA	LMNB1	1
SART1	SNRPD1	1
MT-CO2	SURF1	1
ZCRB1	SNRPD1	1
SNRPD3	SNRNP48	1
MED10	MED29	1
MARS1	EEF1E1	1
QARS1	AIMP2	1
RPL7	RPL17	1
PELP1	RNF2	1
WDR5	TADA3	1
BLOC1S6	BLOC1S3	1
RREB1	EHMT2	1
MED24	MED29	1
TRAPPC6A	TRAPPC11	1
ATP5PB	ATP5F1B	1
ATP5F1A	ATP5PO	1
CNOT6L	CNOT6	1
ZEB1	RCOR3	1
RPLP2	RPL19	1
ITGB1	ITGA2	1
RBX1	CUL4A	1
AP3B2	BLOC1S3	1
U2SURP	LUC7L3	1
SF3B3	SNRNP25	1
SF3B4	YBX1	1
H3C3	MCM4	1
MED18	MED20	1
NFKBIA	CHUK	1
SNRPB	SF3A2	1
RELA	NFKB1	1
INTS5	INTS11	1
RPL36	RPL32	1
RPL19	RPLP1	1
TGFBRAP1	VPS18	1
POLR1A	IQGAP2	1
PPM1G	RBM25	1
PIK3R1	PIK3CA	1
PAXBP1	RBM25	1
TRRAP	ACTL6A	1
RBX1	GLMN	1
DYNC2I1	DYNLT1	1
U2AF2	SF1	1
MED8	MED31	1
NCL	HNRNPR	1
MED18	MED31	1
EIF4A3	NCBP1	1
MICU2	MICU1	1
KAT5	DMAP1	1
DYNC2I1	DYNC2I2	1
RPL4	RPS23	1
SMARCA2	MTA2	1
RPL14	RPL27	1
ATP5ME	MT-ATP6	1
RPL34	RPLP1	1
CDC5L	ESS2	1
ATP5PF	ATP5F1B	1
HOOK3	FHIP1B	1
ZMAT5	SF3B1	1
TGFBRAP1	VPS16	1
MT-ND4	NDUFB2	1
SNRPA1	SNRPD3	1
RPS2	RPL18	1
PPP2R1B	PPP2CA	1
RPL3	RPL26	1
POLD2	POLD4	1
CNOT10	CNOT11	1
MED20	MED15	1
CDYL	KDM1A	1
NHP2	DKC1	1
QARS1	IARS1	1
MT-ND5	NDUFB2	1
POLR1E	POLR1A	1
BRMS1	RBBP4	1
RPL18A	RPL29	1
CCT4	CCT5	1
RBL1	CCNE1	1
NDUFB3	NDUFB8	1
EP400	RUVBL1	1
APC	DLG4	1
VPS26A	VPS35	1
POLD1	POLD4	1
PRPF8	SNRPD1	1
SF3A1	SF3A3	1
CUL3	KLHL12	1
RPL7	RPL14	1
SNAPC4	SNAPC2	1
INTS5	INTS12	1
TRAPPC1	TRAPPC9	1
CCNA2	RBL1	1
EHMT1	ZEB2	1
RFXANK	RFX5	1
EZH2	SUZ12	1
NDUFB9	NDUFB1	1
CAPZA1	WASHC2A	1
ATP5F1E	ATP5F1A	1
MED22	MED13L	1
SF3B1	SNRPF	1
RPL13	RPL26	1
NDUFS4	NDUFB2	1
RFXANK	RFXAP	1
LCOR	CTBP2	1
MED1	MED11	1
DTNBP1	BLOC1S4	1
QARS1	EEF1E1	1
MED4	CDK8	1
NDUFB6	NDUFB1	1
INTS6	INTS5	1
RBBP4	MTA2	1
RPL15	RPL30	1
MRPL19	MRPL40	1
EFTUD2	ISY1	1
MED18	MED23	1
MT-ND3	NDUFB11	1
INTS5	INTS2	1
RPL4	RPL8	1
RREB1	ZMYM2	1
ASF1A	IPO4	1
DKC1	WRAP53	1
PAXBP1	BUD31	1
MRPL39	MRPL20	1
PCNA	CCNB1	1
TBL1X	TBL1XR1	1
SRPK1	TOP2A	1
ISY1	RBM39	1
VPS11	VPS39	1
EIF3J	EIF3K	1
EIF3H	EIF3J	1
HDAC1	PHF21B	1
TAF11	TAF4	1
RAPGEF1	CRKL	1
MED13	MED13L	1
RPL7A	RPL11	1
RASAL2	IKBKB	1
RPL19	RPL18A	1
SEPTIN11	SEPTIN9	1
H3C3	CDAN1	1
SNW1	SF3B1	1
ZNF516	ZNF217	1
REL	POLR2L	1
SNRPF	SF3A3	1
CENPQ	ITGB3BP	1
MED30	MED25	1
DYNLT2B	DYNC2I2	1
IMP3	MPHOSPH10	1
SNU13	PPIH	1
RPLP2	RPL11	1
CTNNB1	CDH1	1
EIF3I	EIF3L	1
AP3B2	AP3S2	1
SMARCA2	SMARCC1	1
POLR1A	FBXW11	1
CCT8	TCP1	1
SENP3	RUVBL1	1
INTS4	INTS5	1
RUVBL2	ACTB	1
RPL13	RPL7A	1
NDUFB3	NDUFB5	1
KARS1	LARS1	1
DHX9	NCL	1
ATP5PO	ATP5PD	1
STK11	STRADA	1
MPRIP	PPP1R12A	1
SNRPB	PRMT5	1
CWC15	SNRPD3	1
RPL9P8	RPL27A	1
CCT7	CCT8	1
CHTOP	WDR77	1
NDUFS6	NDUFA6	1
ATP5MC1	ATP5MG	1
MYBBP1A	BAZ1B	1
INTS2	INTS3	1
PPP2CB	PPP2R2A	1
MED19	MED14	1
EPC1	ACTL6A	1
INO80C	RUVBL2	1
MRPL32	MRPL1	1
EHMT2	RCOR1	1
SRPK1	RALY	1
C1QC	C1QB	1
BLOC1S5	SNAPIN	1
SNW1	ACIN1	1
RPL5	RPL10A	1
NDUFB5	NDUFB2	1
TRAPPC2	TRAPPC11	1
EP400	ACTL6A	1
NDUFB7	NDUFB10	1
RPL14	RPL11	1
TAF1A	TBP	1
RUVBL1	URI1	1
ASF1B	RBBP4	1
SF3B6	ESS2	1
GTF2H4	MRE11	1
CHAF1B	IPO4	1
ZMAT5	SF3B5	1
RPL32	RPL10A	1
PPIE	ISY1	1
HAT1	H3-3B	1
NDUFB11	NDUFB5	1
RPLP2	RPL4	1
MRPL32	MRPL21	1
H3C3	H4C2	1
ASF1B	HAT1	1
CNOT3	CNOT2	1
MED8	MED6	1
RPL37A	RPL34	1
AIMP2	DARS1	1
RPS17	RPL37	1
SF3A3	SART1	1
SF3B6	SNRPD2	1
MT-CO3	SURF1	1
MED21	MED12	1
AP3M2	AP3S2	1
MRPL37	MRPL47	1
SF3B6	SNRPD3	1
HAUS3	HAUS8	1
RFC5	RFC4	1
POLR2G	POLR2E	1
ARID4A	BRMS1	1
PRPF8	SF3B4	1
HIF1A	VHL	1
NPM1	DHX30	1
COX4I1	MT-CO1	1
RPL19	RPL27	1
POLR2L	POLR2E	1
MRPL14	MRPL12	1
POLR2H	POLR2E	1
RPL3	RPL10A	1
HSPA5	SYVN1	1
INTS5	INTS8	1
TRAPPC9	TRAPPC4	1
PES1	BOP1	1
MRPL20	MRPL19	1
H3C3	HAT1	1
PRPF31	PRPF8	1
TAF10	TAF6	1
RPL34	RPL8	1
LRPPRC	SKP1	1
QARS1	DARS1	1
SNRNP48	SF3B2	1
CDYL	HDAC1	1
AP3M1	AP3B1	1
TAF9	KAT8	1
MRPL33	MRPL27	1
STAM2	HGS	1
ZCRB1	SF3B1	1
SENP3	KAT8	1
LIN9	LIN54	1
WASHC2C	WASHC4	1
AP3M1	AP3B2	1
SNRPC	SRSF1	1
USP46	WDR48	1
BLM	TP53	1
EEF1G	EEF1A1	1
MRPL30	MRPL16	1
INO80C	RUVBL1	1
HDAC3	SIN3A	1
TBL1Y	TBL1XR1	1
RPL18A	RPL37	1
EIF3D	EIF3J	1
MED20	MED27	1
MED10	MED6	1
CENPT	ITGB3BP	1
YBX1	SF3B5	1
SNW1	SNRNP200	1
MBIP	TADA2A	1
RPL22	RPL27A	1
TSEN2	CLP1	1
RSL24D1	RPL27	1
CDC5L	SNRPA	1
RUVBL1	MCRS1	1
MED29	MED27	1
RPL18A	RPL28	1
RBMX	SRSF1	1
AP3S1	SNAPIN	1
TRAPPC5	TRAPPC6A	1
CENPU	ITGB3BP	1
RMI1	TOP3A	1
H1-1	C1QBP	1
ATP5MC1	ATP5PO	1
RNPS1	SNRPD2	1
RPS7	RPS4Y1	1
