Complexes(UniProt IDs)	virus-related-protein	Percentage(|virus-related-protein| / |complex|)
Q9Y2R9;P82930;P82932;Q9Y2R5;P82650;O60783;O15235;Q9Y399;Q9Y2Q9;P82664;P82921;Q9Y3D5;P82912;Q9NVS2;Q9Y3D3;P82673;Q96EL2;Q9Y291;P82933;Q9Y6G3;P82675;Q9BYC9;Q9NRX2;Q9NX20;Q9P015;Q96A35;Q16540;Q96GC5;Q9BYD6;P82663;Q8TCC3;Q96DV4;Q9BYD3;Q9BQ48;Q7Z2W9;Q9NWU5;Q9HD33;P09001;Q5T653;Q7Z7F7;Q9BYD2;Q9Y3B7;Q8N5N7;O75394;Q13405;Q9NYK5;Q9BYD1;Q9H0U6;Q9BZE1;Q6P161;Q9NZE8;Q8N983;Q9BYC8;Q8IXM3;Q4U2R6;Q9P0M9;Q9NP92;Q9BRJ2;Q86TS9;Q7Z7H8;Q13084;Q9BQC6;Q9H2W6;Q14197;P49406;Q9Y3D9;Q9NQ50	3	0.044776119403
Q9NZ63;Q8TAD8	1	0.5
Q8IZR5;Q96B77;Q8NDZ6;Q9H330;Q96MH6;Q5U3C3;Q9NX61;Q9H7F0;Q96AA3;Q8IXU6;Q68DH5;Q8WV83;Q7Z2K6;Q6P1A2;Q96G23;Q9NY26;O75845;Q6ZMG9;Q86VR2;Q5T1Q4	3	0.15
P61962;Q93009	1	0.5
Q14766;P35555;P35556;Q8N2S1;Q9UBX5;P23142	3	0.5
Q96NA2;P51149	1	0.5
Q13283;Q9UN86	2	1.0
Q2TAA5;Q8IUH4	1	0.5
Q9Y274;Q92187;Q8NDV1;Q8NCH0;P49641;Q8TE99;O94923;Q9UBX8;O60704;Q96MM7;P26572;P52849;P52848;Q6P9A2;O60513;Q7LGC8;Q70JA7;Q8NCL4;O43529;Q9NY97;Q9UBV7;Q5VSG8;Q9NS84;Q8N3Y3;Q86SF2;Q8IXK2;Q8IUC8;O60512;Q9P2E5;Q11206;Q9H4F1;Q10469;Q86X52;Q86SR1;O60507;Q96EU7;Q09328;Q9H1C3	2	0.0526315789474
Q9Y3D9;P82663;Q9Y2R9;Q9BYD1;Q9Y3B7;Q9NRX2;Q7Z2W9;Q8TCC3;Q16540;Q8N5N7;Q9NWU5;Q96DV4;Q13405;Q96GC5;Q9BYD3;Q9BYD2;Q6P161;Q7Z7F7;Q9H0U6;Q9NYK5;Q9BZE1;Q9BYC8;Q9HD33;Q9P015;Q9NVS2;Q9P0M9;Q7Z7H8;P09001;Q4U2R6;Q9NZE8;Q96A35;Q8IXM3;Q9BYC9;Q13084;Q9BRJ2;Q9H2W6;Q86TS9;Q9NP92;Q5T653;Q9NX20;Q9Y6G3;Q9Y2R5;Q9BQC6;O60783;P82921;Q9Y3D5;Q9Y291;P82930;Q9BYD6;Q9Y399;P82664;Q14197;P49406;P82650;P82912;Q9Y3D3;Q96EL2;P82673;P82932;P82675;Q9Y2Q9;Q9NQ50;P82933;O15235	3	0.046875
O95985;Q13206	1	0.5
P48651;Q9H330;Q96AA3;Q8NDZ6;Q8IZR5;Q5U3C3;Q9NX61;Q9H6D3;Q9NY26;Q5T1Q4;Q68DH5;Q8IXU6;Q8WV83;Q6P1A2;O75845;Q9NRX5;Q7Z2K6;Q9H7F0	2	0.111111111111
Q495W5;O60513;O43286;O60512;Q9UBV7;Q9P2E5;Q8N428;Q6P9A2;Q86X52;P52848;Q8NCL4;O94923;Q86SF2;Q5VSG8;Q8IXK2;O60704;Q8N3Y3	1	0.0588235294118
P0C870;Q5T6F2	1	0.5
Q7Z5G4;Q2TAP0	1	0.5
Q9H3K2;Q9UDX5;Q9NZJ7;Q9HD23;Q9H1U9;Q8TBP6;Q9H300	2	0.285714285714
O14681;Q643R3;Q9UGP8;Q2TAA5;Q96AA3;O75352;Q06136;Q86UL3;P37268;Q4ZIN3;Q53EU6;Q96G23;Q92604;Q92903;Q8NBM4;Q8N0U8;Q9H6H4;Q6ZMG9;Q9BVG9;Q6P1A2;Q9HD20;Q7Z2K6;P04035;O95674;Q15800	2	0.08
Q13310;Q4VXU2;P11940	2	0.666666666667
Q96GW9;Q5T160;Q96CM8;Q9NSE4;Q99797;Q96RP9;Q15031;Q5JRX3;Q5JPH6;Q969S9;Q9BW92;P12694;Q9NVH6;Q4G176;O14874;P05166;P05165;Q6JQN1;Q96CB9;Q6PI48;P42765;Q8N465;P51553;Q9Y606;Q96I59;Q7L592;O95900;Q16740;P22830;Q6P087;A6NJ78;O75127;Q9UI43;Q6UB35;Q9Y2Z4;Q9NUB1;Q9BVS5;P22570;P11498;Q96RQ3;Q5TC12;Q9H4K7;Q8WVM0;Q9BQ52;Q13825;Q8NFV4;Q9BXW7;Q5JTZ9;Q9Y2Z2;Q8N442;O94925;Q9Y375;P49590;Q8NCN5;P13196;Q9HA92;Q9NTG7;O95299;Q14197;Q15118;Q9HAC7;Q96EH3;O15091;P36776;O00217	5	0.0769230769231
O43169;Q8WWI5	1	0.5
Q53EU6;Q643R3;Q9H6H4;Q6ZMG9;Q86UL3;Q8NHH9;Q6UWP7;O75352;Q96AA3;Q6DD88;Q7Z2K6;Q6P1A2;Q9BVG9;O14880;Q06136	1	0.0666666666667
Q53EU6;Q4ZIN3;P37268;Q8NBM4;Q92903;Q9H6H4;Q8N0U8;P04035;Q643R3;Q2TAA5;Q06136;Q86UL3;Q92604;Q96G23;O95674;Q6ZMG9;O14681;Q15800;Q96AA3;Q8NHH9;Q6P1A2;Q9BVG9;Q6DD88;Q7Z2K6;Q8TEQ8;Q99442;O60725	3	0.111111111111
P62873;Q96CX2	1	0.5
Q7Z7M9;Q9NY97;O60513;Q8N3Y3;Q6P9A2;Q96FL9;Q8IXK2;Q9P2E5;O60512	1	0.111111111111
Q9NPF2;Q9Y2C2;Q9NS00;Q8N428;O94923;P26572;Q9UBX8;O43286;O60704;O60476;Q9UBV7;Q86X52;Q96MM7;Q8TE99;O60512;P33908	1	0.0625
O14966;P61106	1	0.5
Q2TAA5;Q96G23	1	0.5
Q8NC60;Q9Y6M9	1	0.5
P47914;P46776;P46778;Q02543;P62910;P30050;P62899;P50914;P18077;Q9Y3U8;P05386;P83731;P32969;P62906;P62888;P62917;P61353;P05387;P18124;Q07020;P61254;P84098;P40429;P61513;P61313;P62913;P62424;Q02878;P62854;P62277;P46777;P62263;P08708;P62241;P05388;P36578;P26373	1	0.027027027027
P03897;O15239;Q9NX14;O75438;O96000;P56556;O43678;O75380;O95182;Q16718;O43920;P51970;O95139;P49821;P17568;P19404;Q9Y6M9;O95168;P56181;O43181;O75489;P28331;O75306;Q9UI09;O14561;O95167;O95299;O00217;O75251	1	0.0344827586207
Q8NEJ9;Q9H2U1	1	0.5
Q9HC07;Q6NXT4	1	0.5
Q9HD45;Q8NE01;Q96KA5;Q8TC24;Q9NX61;P38435;O75352;Q9BVG9;Q643R3;Q7Z2K6;Q86UL3;Q96B77	2	0.166666666667
P05230;Q9NQT4;Q9NPD3;Q5RKV6;Q9NQT5;Q15024;Q06265;Q96B26;Q13901	3	0.333333333333
Q96K19;P37268;Q5BKT4;Q9BVK2;Q9UKY4;Q92903;P04035;Q96G23	1	0.125
Q9NV64;Q5BKT4;Q7Z7B1;Q9BVK2;Q9UKY4;Q9BU23;Q75T13;Q9H3S5;Q92903;P35610;Q7Z2K6;Q9BRB3;Q8TEQ8;Q9H6U8;Q6P1A2;Q9BV10;Q6ZMG9	3	0.176470588235
Q9Y4L1;P11021	1	0.5
O43181;O43674;Q9Y6M9	1	0.333333333333
Q17R98;O75362;Q92618;P56545;Q92766;Q92769;Q9P2K3	1	0.142857142857
Q9Y276;P47985;O14949	1	0.333333333333
P98194;Q9H7F0	1	0.5
A0AV02;Q96KA5;Q96SK2;Q6UWJ1;Q8TC24;Q86V85;O75352;Q96AA3;P38435;Q9Y5Q0;Q8WUH6;O60725;Q9BVG9;Q96N66;Q6P1A2;Q7Z2K6;Q96B77;Q86UL3;Q9H7F0	3	0.157894736842
Q9Y2I6;Q68CZ6	1	0.5
Q6P1M0;Q9Y5Q0;P38435;Q8TEQ8;Q96AA3;O75352;Q8TC24;Q96KA5;Q9NX61;Q9HD45;Q9BVG9;Q96N66;Q6P1A2;Q86UL3;Q7Z2K6;O60725;O95674;Q92604;Q96SK2;P35610;Q643R3	3	0.142857142857
Q9BPY8;Q99081	1	0.5
Q9BV73;Q96RY7	1	0.5
Q7L5L3;Q2TAA5	1	0.5
O14880;P35610;Q643R3;Q86UL3;Q92903;Q8NHH9;Q53EU6;P37268;O60725;Q8NBM4;O95674;Q92604;Q96AA3;P38435;Q9BVG9;Q6P1A2;Q8TEQ8;Q7Z2K6;Q96N66;O75352;Q86SK9;Q9Y5Q0;Q6DD88;Q15800;Q6P1M0;Q96A33	3	0.115384615385
Q8IWR1;Q8N2K1	1	0.5
Q8NC44;Q96B77;Q96MH6;A0PJW6;Q7Z388;Q9GZU3;Q9HD45;Q8NDZ6;Q5U3C3;Q00765;Q9H7F0;Q9H6A9;Q68DH5;Q96MV1;Q8IXU6;Q7Z2K6;Q86VR2;Q6P1A2;Q96N66;Q96G23;Q96AA3;Q6ZMG9;Q2TAA5;O75845;Q9NX61;Q643R3;Q86UL3;Q8WV83;P53794;Q5T1Q4	6	0.2
Q13439;Q96CN9	1	0.5
P26885;Q86YB8	1	0.5
P20849;P12109	1	0.5
Q8N4S7;Q8TDW4;A0PJW6;O95870;P49069;Q9GZU3;Q643R3;Q9BRB3;Q9BV10;Q8WV83;Q8TEQ8;Q9H6A9	2	0.166666666667
Q9Y2T2;O00203	1	0.5
Q96DZ9;O95870;Q96MH6;Q9H330;Q9H1X3;Q8NDZ6;Q9GZU3;Q00765;Q96B77;Q9H7F0;P38435;Q8IXU6;Q96MV1;Q68DH5;Q6P1A2;Q8TEQ8;Q86UL3;O75845	5	0.277777777778
Q8NCN5;Q6UB35;Q9UL12;Q5JRX3;Q9NP81;Q7L3T8;Q96RP9;O00217;Q9NVH6;Q15031;Q96CM8;P12694;Q6JQN1;Q4G176;Q9BW92;Q9NSE4;P05166;O14874;P05165;Q9HCC0;Q6PI48;Q96CB9;Q969S9;O75251;Q8N465;Q9Y606;Q96GW9;Q96I59;O95299;O75489;P22830;P28331;O75306;Q16795;Q9BXW7;Q9Y375;Q9Y2Z2	5	0.135135135135
P62330;Q9BXS5	1	0.5
Q9BVX2;Q9BU23;P38435;Q96KA5;Q7Z2K6;Q9GZU3;Q8TEQ8;Q92545;Q2PZI1	5	0.555555555556
Q9H300;Q9NZJ7;Q9UDX5;Q9BV35;Q9HD23;P16260;Q5SVS4;Q8TBP6	1	0.125
O15239;P03897;Q9NX14;O75438;O96000;P56556;O43678;O75380;O95182;Q16718;O95178;O43920;P51970;P49821;O95139;P17568;P19404;P03891;O95168;Q9Y6M9;P56181;O43181;O75489;P28331;Q86Y39;O75306;O14561;Q9UI09;O95299;O95167;O00217;O75251	1	0.03125
P82650;P82930;P82932;Q9Y2R5;O60783;O15235;Q9Y399;Q9Y2Q9;P82664;P82921;Q9Y3D5;P82912;Q9NVS2;Q9Y2R9;Q9Y3D3;P82673;Q96EL2;Q9Y291;P82933;Q9Y6G3;P82675;Q9BYC9;Q9NRX2;Q9NX20;Q9P015;Q96A35;Q16540;Q96GC5;Q9BYD6;P82663;Q8TCC3;Q96DV4;Q9BYD3;Q9BQ48;Q7Z2W9;Q9NWU5;Q9HD33;P09001;Q5T653;Q7Z7F7;Q9BYD2;Q9Y3B7;Q8N5N7;Q13405;Q9BYD1;Q9NYK5;Q9H0U6;Q9NZE8;Q9BZE1;Q8N983;Q8IXM3;Q9BYC8;Q4U2R6;Q9NP92;Q9P0M9;Q9BRJ2;Q9BQC6;Q86TS9;Q13084;Q7Z7H8;Q9H2W6;Q14197;P49406;Q9Y3D9;Q9NQ50;Q8N3Z3	3	0.0454545454545
Q99959;Q6ZN55;Q6IQ21;Q9HBE1;P49711;Q96ME7;P57071;O15015;P58317;Q9NW07;Q9UC06;Q96JP5;Q2TB10;Q9H5H4;Q8NB50;Q9UEG4;Q96MX3;P17026;O43167;Q9H116;Q96PQ6;Q96K58;Q6NSZ9;Q15776;Q96CS4;Q99676;P59923;O95625;Q9NQV6;Q7L3S4;Q7L2J0;Q9ULD5;Q7Z2T5;Q9BWE0;Q6PCB5;P17020;Q5VWQ0;Q13206;Q659C4;Q9H7N4;Q03701	3	0.0731707317073
Q9C0J1;Q9P2E5;Q8IXK2;P49641;Q86SF2	1	0.2
Q8IYT1;P61019	1	0.5
O75348;P21283;P36543;Q96A05;P38606;P21281;P15313;Q9Y5K8	1	0.125
Q9Y693;Q9H7F0	1	0.5
Q9NXB0;Q96JN8;O95684	1	0.333333333333
P81408;Q9P0I2;Q0P6H9;Q6ZT21;Q7Z388;Q9NRC1;Q9BU23;A0PJW6;Q92545;Q5J8M3;Q7Z2K6;Q9HBR0	1	0.0833333333333
Q2TAA5;Q99442;O60725;Q643R3;P35610;Q86UL3;P37268;Q4ZIN3;Q92604;O95674;Q8NBM4;Q53EU6;Q92903;O00767;P38435;P04844;Q96AA3;Q8NHH9;Q9BVG9;Q9Y5Q0;Q6P1A2;Q8TEQ8;Q86SK9;Q15800;Q7Z2K6;Q6DD88;Q96A33;Q6P1M0;O14880;O75352	4	0.133333333333
Q92838;Q9Y673	1	0.5
P62851;P18077;P18124;P62249;P62906;P50914;Q02543;P46779;Q9Y3U8;P62888;P62899;P05386;P62910;P46776;P05387;P49207;P62917;Q07020;P61254;P62263;P61513;P40429;P62269;P62854;P62277;P62847;P62913;P46777;P61313;P62750;P62424;P62241;P46782;P08708;P39019;P60866;Q02878;P36578;P46781;P05388;P26373;P42766;P15880;P61247;P62841;P23396;P62753;P08865;P62266;P62244;P62857;P62861;P46783;P39023	1	0.0185185185185
Q8NEV8;Q2M389	1	0.5
Q5T160;Q96CM8;Q96GW9;Q9NSE4;Q99797;Q96RP9;Q15031;Q5JRX3;Q5JPH6;Q969S9;Q9BW92;P12694;Q9NVH6;Q4G176;O14874;P05166;P05165;Q7L3T8;P22033;Q96CB9;Q6JQN1;P42765;Q9ULD0;P26440;Q8N465;Q6PI48;P27144;Q969Z0;P30038;P51553;Q7Z3D6;A6NJ78;Q6UB35;Q9UL12;O75127;Q9Y606;P43897;Q96I59;O95900;P22830;Q96DP5;Q5TC12;P11498;Q9Y2Z4;Q96RQ3;O75616;Q8NFV4;Q9H4K7;Q9Y375;Q8N442;Q9BXW7;O94925;Q5JTZ9;P13196;Q9Y2Z2	5	0.0909090909091
Q9BRD0;P11940	1	0.5
P55036;Q16401;P48556;O00487;Q15008;O43242;Q9UNM6;Q99460;P62191;O00231;P51665;Q13200;O00232;P43686;P17980;P62195;P35998;P25787;P28066;P49721;P28070;P28074;P28065;P40306;P25788;P25789;P60900;O14818;Q06323;P62333	1	0.0333333333333
Q13547;Q09028;Q92769	1	0.333333333333
O94886;Q8IWA5	1	0.5
Q92604;Q6P1A2;Q9BVG9;Q96N66;Q643R3;Q86UL3;O95674;Q6ZMG9;Q8TEQ8;Q9HD20	1	0.1
Q92545;O95870;Q9NRC1;Q7Z388;Q8TDW4;Q9Y3P4;Q6ZT21;A0PJW6;Q9H7F0;Q9H6A9;Q8TEQ8;Q7Z2K6;Q9H6U8;Q6ZXV5	3	0.214285714286
Q9NX00;Q96G23;Q6ZMG9;Q86UL3;Q06136;O75352;Q86V85;Q96AA3;Q9HD45;Q7Z2K6;Q9BVG9;O95674;Q9HD20	1	0.0769230769231
Q9H8W5;Q9BQ95	1	0.5
P29122;Q92824	1	0.5
Q92888;Q641Q2;Q2M389;Q12768	1	0.25
P63215;P62873	1	0.5
Q8N766;Q9NPA0;Q9P0I2;Q5UCC4;Q9BV81	1	0.2
Q9UGQ2;Q00765	1	0.5
Q9UBU6;Q86TM6	1	0.5
Q8NHP6;Q4KMQ2	1	0.5
O43930;P31323	1	0.5
O43299;P25440	1	0.5
P43686;P62195;O00487;P51665;Q15008;Q13200;Q99460;O43242;P48556;Q9UNM6;O00231;O00232;Q99436;P62191;P28066;P25787;P49721;P28070;P28072;P28074;P28065;P40306;P25788;P17980;P25789;P60900;Q06323;O14818;P55036;P35998;Q8TAA3	1	0.0322580645161
Q9BRR6;P35610;Q9H6U8;Q2TAA5;Q9BV10;Q86UL3;Q643R3;Q96G23;Q6ZMG9	1	0.111111111111
O43678;O95139;P56556;O15239;Q86Y39;O95182;P49821;O96000;O75438;P17568;P19404;P03891;Q16718;Q9Y6M9;P51970;O75380;O95168;Q9NX14;O43181;O43920;O75489;P28331;O75306;O14561;Q9UI09;O95167;O95299;O00217;O75251	1	0.0344827586207
P11498;Q9NSE4;P05165;P05166;Q96RQ3;P49590;Q9Y2Z4;Q96I59;Q96GW9;Q15031;Q96RP9;Q96CM8;Q4G176;Q6JQN1;Q969S9;Q9BW92;Q99797;Q5JPH6;P12694;O14874;Q9NVH6;Q5T160;P22033;P42765;Q6PI48;Q7L3T8;Q969Z0;Q8N465;P26440;P27144;P51553;P30038;Q7Z3D6;A6NJ78;Q96CB9;O75127;Q9ULD0;Q9UL12;Q6UB35;Q9Y606;P43897;O95900;Q5TC12;P22830;Q96DP5;O75616;Q6P087;Q9H3H1;Q9UI43;Q02252;O95299;Q9H4K7;O94925;O95363;Q8NFV4;P13196;Q8N442;Q9Y375;Q9BXW7;Q9Y2Z2;Q5JTZ9;Q05932;Q14197;Q6P587;P11182;Q7L592;Q9HA92	4	0.0597014925373
Q4G148;Q8IUS5;Q96MM7;Q68CQ7	1	0.25
Q9BV79;O95260	1	0.5
Q5BKZ1;Q8N0Z8	1	0.5
P61353;P46779;P49207;Q02543;P50914;P46776;P62910;P62899;P18077;Q9Y3U8;P05386;P62888;P05387;P32969;P46778;P30050;P62917;P83731;P62906;P61254;P18124;P61513;Q07020;P61313;P62424;P62913;P84098;P62854;P40429;P46777;Q02878;P62277;P62263;P08708;P62847;P46782;P62241;P36578;P05388;P42766;P26373;P62750;P62269;P46781;P39019;P39023	1	0.0217391304348
Q8IZ52;Q8IUC8;P52849;Q70JA7;O60513;P52848;Q6P9A2;O94923;Q8NCL4;Q8TE99;Q92187;Q9P2E5;Q8N3Y3;Q8IXK2;O43529;Q10469;Q86SF2;Q5VSG8;O60704;P49641;Q9UBV7;Q11206;O60512;Q9NY97;O60507;Q86X52;Q9H1C3;P26572;Q96MM7;Q7LGC8;Q9Y274;Q9NS84;Q8NDV1;Q96EU7;Q8NCH0;Q93063;Q09328;P33908;Q9BYC5	3	0.0769230769231
Q5JRX3;Q8NCN5;Q9NP81;Q7L3T8;O00217;Q96RP9;Q9NVH6;P12694;Q15031;Q96CM8;Q9NSE4;Q9BW92;Q4G176;P05166;Q9HCC0;P05165;Q6JQN1;O14874;Q9UL12;Q6PI48;Q96CB9;Q969S9;O75251;O75489;P28331;O95299;Q96GW9;P22830;Q9Y606;Q5JPH6;Q6UB35;O75306;Q96I59;Q16795;Q5T160;Q9BXW7;Q9Y375;P22033;Q9Y2Z2;Q99797;Q969Z0;Q96RQ3;P26440;O94925;Q9HA92;Q9ULD0;Q5JTZ9;Q9BQ52;Q7L592	5	0.102040816327
Q9Y5R5;Q08117	1	0.5
Q9Y232;O75362;P56545;Q92618;Q9P2K3;Q92769;Q92766;Q13547	1	0.125
Q96L73;P78362;O96028	1	0.333333333333
Q9UQN3;O43633;Q9BY43	1	0.333333333333
Q9Y3D7;Q96DA6	1	0.5
Q8NEW0;Q6PML9	2	1.0
Q86X52;Q9BYC5;O60513;Q9UBX8;O43286;O94923;Q9UBV7;Q8IXK2;O60512;Q5VSG8;P26572;O60704;O60476;Q92187;P49641;Q9NY97;Q8NCH0;Q96MM7;P33908	1	0.0526315789474
Q6P161;Q9BZE1;Q96EL3;Q8N983;Q6P1L8;Q9BQ48;O75394;Q9NYK5;Q13405;Q8N5N7;Q9H0U6;Q7Z2W9;Q8TCC3;Q16540;Q9NWU5;P52815;Q9BYD3;Q9BYD1;Q96GC5;Q96DV4;Q9BYC8;Q9BYD2;Q9Y3B7;Q9HD33;Q9NZE8;Q13084;Q7Z7F7;Q9NRX2;Q8IXM3;Q9P0M9;Q4U2R6;Q9H2W6;P09001;Q7Z7H8;Q9NVS2;Q9P015;Q86TS9;Q96A35;Q9BRJ2;Q9BYC9;Q9NP92;Q9Y6G3;Q5T653;Q14197;Q9NX20;Q9BQC6;O60783;P49406;Q9Y291;P82663;Q9BYD6;Q9Y2R5;P82921;Q9Y3D5;P82664;Q9Y2R9;P82930;Q9Y399;Q96EL2;P82912;Q9Y3D3;P82673;Q9NQ50;P82675;Q9Y3D9;Q9Y2Q9;Q9H9J2;P82933	3	0.0441176470588
Q8N983;Q96GC5;Q96EL3;Q9BQ48;Q6P1L8;O75394;Q6P161;Q9NYK5;Q13405;Q8N5N7;Q9H0U6;Q9BZE1;Q7Z2W9;Q8TCC3;Q16540;Q9NWU5;P52815;Q9BYD3;Q9BYD1;Q96DV4;Q9BYC8;Q9BYD2;Q9Y3B7;Q9HD33;Q9NZE8;Q13084;Q7Z7F7;Q9NRX2;Q8IXM3;Q9P0M9;Q4U2R6;Q9H2W6;P09001;Q7Z7H8;Q9NVS2;Q9P015;Q86TS9;Q96A35;Q9BRJ2;Q9BYC9;Q9NP92;Q9Y6G3;Q5T653;Q14197;Q9NX20;Q9BQC6;O60783;P49406;Q9Y291;P82663;Q9BYD6;Q9Y2R5;P82921;Q9Y3D5;P82664;Q9Y2R9;P82930;Q9Y399;Q96EL2;P82912;P82650;Q9Y3D3;P82673;Q9NQ50;P82675;P82932;Q9Y2Q9;P82933;Q9H9J2	3	0.0434782608696
Q14690;Q9Y324;Q9H7B2;Q9H6W3;Q8IY37;Q8TDN6;Q9Y3C1;Q9H0U9;Q9Y221;Q9NVU7;P42696;Q9UHA3;Q6RFH5;Q9GZR2;Q9NQZ2;O15226;P17020;Q68D10;P46087;Q8IY81;Q9NVX2;Q14692;Q9Y2R4;O95625;Q8TDD1;Q7L3S4;Q8IUF8;Q8N567;Q5QJE6;Q8WTT2;Q12788;Q15572;Q9H9L3;Q9Y5J1;O75683;Q15269;Q9H6F5;O15381;Q8NI36;Q9UGN5;Q96G21;Q9NZM5;Q15361;Q9UNX4;P78316;Q9NV31;Q9H501;Q13601;Q9NWT1;Q5C9Z4;O15213;Q9BVJ6;O00566;Q15397;Q9UGY1;Q9H116;Q2TB10;Q9BWF3;Q9NY61;Q9H2G4;Q9BYG3;Q9P275	3	0.0483870967742
Q4KN05;Q00765	1	0.5
P30050;P61313;P61353;P32969;P62910;Q9Y3U8;Q02543;P47914;P05386;P50914;P83731;P46776;P62917;P05387;P62906;P62888;P18124;P40429;Q07020;P62913;P62424;P62277;Q02878;P05388;P18621;P26373;P36578	1	0.037037037037
Q9NWT8;P82663;Q9Y2R9	1	0.333333333333
O95670;Q96A05;P36543;O75348;Q13488;P21283;P38606;P21281	1	0.125
Q04726;Q04724	2	1.0
Q8WVC6;Q9Y394	1	0.5
Q9H6F5;Q96LA8;Q8IUF8;Q8TDN6;Q9Y221	1	0.2
Q6UW68;Q9NX61;Q9HD45;Q8NBI5;Q96B77;Q9BVG9;Q96G23;Q7Z2K6;Q9HD20;Q96AA3;Q86UL3	1	0.0909090909091
Q9H8W4;Q9UKG1	1	0.5
P52306;Q9H672	1	0.5
O00534;P49643	1	0.5
Q9NXA8;Q00341	1	0.5
P82664;Q9Y399;P82932;P82930;P82650;Q9Y2R5;Q9Y2Q9;O60783;P82921;Q9Y3D5;P82912;Q9NVS2;Q9Y2R9;O15235;P82673;Q9Y3D3;Q96EL2;Q9Y291;P82933;P82675;Q9Y6G3;Q9BYC9;Q9NRX2;Q9NX20;Q9P015;Q96A35;Q16540;Q96GC5;Q9BYD6;P82663;Q8TCC3;Q96DV4;Q9BYD3;Q9BQ48;Q7Z2W9;Q9NWU5;Q9HD33;P09001;Q5T653;Q7Z7F7;Q9BYD2;Q9Y3B7;Q8N5N7;O75394;Q13405;Q9NYK5;Q9BYD1;Q9H0U6;Q9BZE1;Q9NZE8;Q8N983;Q9BYC8;Q8IXM3;Q4U2R6;Q9NP92;Q9P0M9;Q9BRJ2;Q86TS9;Q9BQC6;Q13084;Q7Z7H8;Q9H2W6;Q14197;P49406;Q9Y3D9;Q9NQ50	3	0.0454545454545
