Complexes(UniProt IDs)	Min-p-value	Avg-p-value	Number-of-resources
Q8N3X6;Q7Z398	Null	Null	0
Q86SG7;Q8TB22	Null	Null	0
Q9BTX3;Q5BKT4	Null	Null	0
Q14973;Q8TDV0	Null	Null	0
Q8WWI5;O60488	0.0288956342248	0.04032166370201429	7
Q6P4A8;Q9HAB8	0.0433895309553	0.0433895309553	1
Q6ZMS4;Q8N0Y2	Null	Null	0
Q92621;Q5SRE5	0.000434071671506	0.008592995219499256	62
Q9BY78;Q96B96	Null	Null	0
Q15070;O14561	0.0477254774374	0.0477254774374	1
O95149;Q6V1X1	Null	Null	0
Q9BY71;Q50LG9	Null	Null	0
Q86YW0;O75342	Null	Null	0
Q969K3;Q9UDY4	Null	Null	0
P08603;P05156;A8K2U0;P00751;P05546;P00734;P05155;P00738	7.03944925971e-13	0.008506192736164748	94
Q2TAL8;Q96DT7	0.0297485973676	0.0341095652903	2
P42356;Q8TCG2	1.57272344749e-05	0.009209398318403613	8
Q6W0C5;Q9BTE6	Null	Null	0
Q9H8K7;Q9NVV4	Null	Null	0
P62879;Q92888	0.00127067777065	0.0142642225831475	12
Q96SR6;Q9UHL9	Null	Null	0
Q9Y6C2;Q86Z23	Null	Null	0
P51636;Q03135	0.000399879579121	0.01336729728478404	25
P31751;P31749	5.21481985219e-06	0.0066929300003577535	231
P55082;Q5VUB5	Null	Null	0
Q03933;P32519	0.0499607057562	0.0499607057562	1
P42262;Q9UPR5	0.0249811392398	0.0249811392398	2
Q9UKU0;P30519	0.03471599802	0.03471599802	1
Q6TFL4;Q13618	4.71817034246e-06	0.043716207307967804	8
Q8WUA4;Q9Y5Q8	1.57272344749e-05	0.0031170330246936737	15
P58557;Q7L2J0	Null	Null	0
Q14117;Q16555;O14531;Q9BPU6	6.65001159382e-07	0.01605018156696984	7
Q6IQ21;Q5VWQ0	Null	Null	0
Q96RU2;Q9UHF7	0.031491743863	0.04732879424633333	9
Q9NYP9;Q6IQ21	Null	Null	0
Q6P1J9;Q96JP5	0.0499622784796	0.0499622784796	2
P46939;P11532	0.0217979469822	0.0217979469822	2
Q9H788;O75031	Null	Null	0
Q13615;Q9H4A3	0.00638984993521	0.028450639529555	4
Q6IQ21;Q7Z2T5	Null	Null	0
P23760;Q8WW38	0.00053787141904	0.00601723991007	2
P17707;P47813	0.00144671259949	0.008553840210044999	2
P49190;Q08357	0.0249811392398	0.0249811392398	1
P04808;P04090	0.000943393279109	0.0021178174633795	2
Q32P28;O75718	1.88726813698e-05	0.01636988966964971	25
Q9P2G9;Q13619	0.0499607057562	0.0499607057562	2
Q9NQX7;P42892	0.0499622784796	0.0499622784796	1
P52566;O95747	0.0499607057562	0.0499607057562	1
Q9NZV7;Q9HBE1	Null	Null	0
Q96K76;Q5TDH0	Null	Null	0
Q8N5S9;Q14693	0.0499607057562	0.0499607057562	1
Q8IZF4;O60779	0.0433895309553	0.047679537662200004	3
P02753;P02766;P01036	3.14544689497e-06	0.012340238714897665	12
Q06455;Q9GZV8;Q9NQX0;O43439;O75081	Null	Null	0
Q12872;Q6ZN55	Null	Null	0
Q9HBW0;Q8IWT6	0.0499607057562	0.0499607057562	5
Q04941;Q99942	Null	Null	0
Q99967;Q8TEX9	0.0499622784796	0.0499622784796	2
Q16825;Q8ND83	Null	Null	0
P55316;P85037	0.00521545970739	0.015572177781075	4
Q96AE7;Q9BYI3	Null	Null	0
Q6NY19;Q9H7U1	Null	Null	0
Q6AZY7;Q5KU26	0.047559157052	0.047559157052	1
P38432;Q969L4	0.0499607057562	0.0499607057562	1
Q5TB30;Q7Z2T5	Null	Null	0
Q3SY77;P69849	Null	Null	0
Q7Z589;Q5TBB1	Null	Null	0
Q9NVI1;Q14527	Null	Null	0
Q9UKC9;Q8N531;Q7Z6M2;Q96IG2	0.00921534898782	0.02272048066096	2
Q9NS86;P45984	Null	Null	0
Q6P444;Q53R41	Null	Null	0
Q96N95;P59923	Null	Null	0
Q7Z434;Q96AG3	0.00374443261043	0.00374443261043	1
Q9NRZ9;Q13206	Null	Null	0
Q9NQX0;O43439	Null	Null	0
Q9NZM4;O94805	Null	Null	0
P99999;Q9NWB6	0.0499607057562	0.0499607057562	1
Q86UD0;Q9BZG8	Null	Null	0
Q96BJ3;Q9NZN5	Null	Null	0
Q05469;Q8NBQ5	Null	Null	0
Q7Z2T5;Q6ZMS4	Null	Null	0
O43291;Q86VZ4	Null	Null	0
Q6NUJ1;Q6P4A8	Null	Null	0
Q9Y256;Q9H490	0.0477254774374	0.0477254774374	1
Q9UH73;P78424	Null	Null	0
Q01974;Q01973	0.000122672428904	0.004521927874444999	10
Q562E7;A4D1P6	0.0110971366455	0.03052970756255	2
Q6NUS6;Q8IYS2	0.0499622784796	0.0499622784796	2
P27707;Q9UK39	Null	Null	0
P45452;O95450	0.00401044479109	0.03843576812318111	18
Q9BQ70;Q96PQ6	Null	Null	0
Q8IY37;Q9Y4C8	Null	Null	0
Q9UJY5;Q9UJY4	0.00105914789412	0.00534822233666	4
P46940;P13796	0.0499607057562	0.0499607057562	2
Q9NRG4;P48634	Null	Null	0
P0CK96;Q9HD45	0.0233200345238	0.0233200345238	1
A1L020;Q8IZD4	Null	Null	0
P30793;Q93009	0.011043945483	0.026673760500980005	5
P51955;P48730	0.00358266401337	0.01609246925085385	13
Q7Z404;Q8WUM9	Null	Null	0
Q5T0F9;P55039	Null	Null	0
Q9HCD5;Q9UL03	Null	Null	0
Q12815;Q9NUG6	Null	Null	0
P31146;P61764	0.0017751972317	0.004050799507166666	3
P0DJD3;Q15415	Null	Null	0
Q9GZQ4;Q9BXP2	Null	Null	0
Q86VW1;Q9NRX5	Null	Null	0
P29762;Q7Z7A3	0.0173623722658	0.0173623722658	1
Q13394;Q9BWG4	Null	Null	0
Q32P44;Q9Y4F5	Null	Null	0
O75592;Q9H7U1	Null	Null	0
Q5T700;Q4LDR2	Null	Null	0
P62256;Q9C0C9	0.00125457776361	0.00125457776361	1
O95807;Q5JXX7	0.0499607057562	0.0499607057562	1
Q96NU1;O14628	Null	Null	0
P48552;Q9P0K8	Null	Null	0
P07197;P12036	0.000206854520804	0.006775229101604177	17
A0JP26;Q86YR6;B2RU33	0.0059197421465	0.025672215687135	6
Q9HBJ0;O95158	Null	Null	0
Q2TAA5;Q5K4L6	0.0249811392398	0.0249811392398	1
Q6TCH7;O60704	0.0499607057562	0.0499607057562	4
Q9H8H3;P00387	Null	Null	0
Q8N414;Q96PZ0	Null	Null	0
Q6ZNR0;O75841	Null	Null	0
Q14156;Q9BXI3	0.0171523133803	0.0171523133803	1
P01037;P01036	0.000349313808692	0.011073630395446	2
Q9BZF9;Q15678	Null	Null	0
Q14CZ7;Q6PI48	Null	Null	0
Q2LD37;Q9BWL3	0.0499622784796	0.0499622784796	1
O75044;Q8IZP0	0.0499607057562	0.049960705756200006	3
Q8IZ26;Q8IW36	Null	Null	0
Q9NRG7;Q9GZU8	Null	Null	0
P40818;Q9HCP0	Null	Null	0
Q9H4L7;Q9H981	0.0499622784796	0.0499622784796	1
P51798;Q9UBU6	0.0496868035517	0.0496868035517	1
Q9P2W1;Q86YC2;Q8IVW6;Q53H80;Q8NE22	0.049955987586	0.049955987586	1
Q86U06;Q16630	0.0153862139992	0.0153862139992	1
Q9NS73;Q9BSJ6	Null	Null	0
O75474;Q7Z7A3	0.0173623722658	0.0173623722658	1
Q9H5V7;Q9HCK8	0.0499622784796	0.0499622784796	2
Q9Y5X1;Q96RF0	0.003662055093	0.008878799737966667	3
Q9C0H5;Q9UKE5	Null	Null	0
Q8N8U2;Q96C00	Null	Null	0
Q9NPB8;Q70CQ2	0.0249811392398	0.0249811392398	1
P10398;Q96SZ6	0.0499607057562	0.0499607057562	1
Q9H257;Q9H867	0.0499622784796	0.0499622784796	3
Q8NFV4;Q96HJ9	Null	Null	0
O43151;Q6N021	4.71817034246e-06	0.013841534331329175	7
Q8TBZ8;Q9UPG8	Null	Null	0
Q14766;P35555;P35556;Q8N2S1;Q9UBX5;P23142	6.75216521154e-15	0.012174509689323014	87
Q8NB50;Q96K58;Q6IQ21;P0CJ78;Q96PQ6;Q9P2J8;Q96ME7;Q99676;Q96IR2;Q7Z2T5;Q8TF39;Q9ULD5;Q5VWQ0;Q03701	1.94079273057e-05	0.007775970343287531	22
Q9HBG6;Q96EX3	0.000112987763464	0.017635448345057442	18
P07451;P06732	0.0325472731256	0.0325472731256	1
Q15072;Q8TCN5	0.000671080130181	0.0079617821966405	4
P22460;P22001	0.000684134699657	0.0025831982624985	2
Q96PU8;P43686	Null	Null	0
O00339;P23142	Null	Null	0
Q8WW38;O75132	Null	Null	0
Q8IVW1;O60551	Null	Null	0
Q6UWB1;Q9UN70	Null	Null	0
Q13489;P98170	5.9448946315e-05	0.009022948773183142	28
Q9NVA4;Q8IXU6	Null	Null	0
P60673;P0DPH7	0.003662055093	0.005562986400515	2
Q8IZ81;Q9Y394	Null	Null	0
Q7Z401;Q15723	Null	Null	0
Q92545;Q9Y3P4	Null	Null	0
Q13351;Q9HBE1	0.0499622784796	0.0499622784796	1
Q02224;O95235	0.00242199410913	0.013740360519548335	6
Q96LT4;Q99442	0.0477254774374	0.0477254774374	1
Q9Y3Q8;Q96NG5	Null	Null	0
Q14203;P61163	0.00192658622317	0.011251380864875834	12
P22234;Q16543	0.019454029426	0.0347073675911	2
Q96PZ0;P0CJ78	Null	Null	0
Q99959;Q6ZN55;Q6IQ21;Q9HBE1;P49711;Q96ME7;P57071;O15015;P58317;Q9NW07;Q9UC06;Q96JP5;Q2TB10;Q9H5H4;Q8NB50;Q9UEG4;Q96MX3;P17026;O43167;Q9H116;Q96PQ6;Q96K58;Q6NSZ9;Q15776;Q96CS4;Q99676;P59923;O95625;Q9NQV6;Q7L3S4;Q7L2J0;Q9ULD5;Q7Z2T5;Q9BWE0;Q6PCB5;P17020;Q5VWQ0;Q13206;Q659C4;Q9H7N4;Q03701	3.39598857949e-17	0.0022693838480037044	58
Q9Y4B4;A6NN14	Null	Null	0
O95985;Q13206	0.0499607057562	0.0499607057562	1
Q8TEU7;Q6PFW1	Null	Null	0
Q9H7X3;P0CJ78;P59923	Null	Null	0
Q5M9Q1;Q96SQ5	Null	Null	0
A3KN83;Q96PZ0	Null	Null	0
Q16651;O43278	Null	Null	0
O76062;Q92685	0.0249811392398	0.03201708852795	2
Q9BQR3;P05120	Null	Null	0
Q96MU7;Q9H190	Null	Null	0
Q9Y244;O95456	0.0217979469822	0.0358793263692	2
Q969Z3;Q9NVH1	0.033127664593	0.033127664593	1
P16219;O14561	0.000780070829953	0.022772511278417663	3
Q8N9U0;Q9HC44	Null	Null	0
Q05BQ5;Q96H86	0.00787789718039	0.00787789718039	1
P55201;Q6IE81	0.0142252835825	0.03209299466935	2
O43933;Q13608	4.71817034246e-06	0.017409142733718786	96
Q96PE7;O95363	Null	Null	0
O43688;O14494;O14495	7.48585863061e-08	0.006227945030260528	27
Q5VTR2;Q9NPD8	0.00460178880735	0.00460178880735	1
O95484;P54849	Null	Null	0
P42772;P49918;P42773	1.94632324396e-07	0.007300958603494958	165
Q8IWX7;O14556	Null	Null	0
Q9NVI7;Q5T9A4	0.0137518336511	0.0137518336511	1
B4DS44;A0A2Q2TH77	Null	Null	0
O15155;O14653	7.21587210444e-05	0.009482442813129066	6
O95562;Q9NYW4	0.0260918872354	0.0260918872354	1
P14061;Q8TED9	0.0496868035517	0.0496868035517	1
Q9NQ92;Q9H3F6	0.0499607057562	0.0499607057562	1
Q13185;P45973	0.000231538001437	0.02178505892736925	4
Q93075;Q7Z5J4	0.0499622784796	0.0499622784796	4
Q9Y693;Q9H7F0	Null	Null	0
Q32MZ4;Q9ULC4	Null	Null	0
E9PSF9;Q13520	0.0466314599144	0.0466314599144	1
Q7Z5L9;Q14207	Null	Null	0
Q9NUT2;Q9NPL8	Null	Null	0
Q9Y4B4;Q9Y463	Null	Null	0
Q5JTW2;Q8IYY4	0.0400484087834	0.045005343631499994	2
Q99801;O75792	0.0499607057562	0.0499607057562	1
Q8NI22;P49257	3.14544689497e-06	0.010274156961963118	39
Q8WVM8;O00186	Null	Null	0
Q8IZY2;Q8WWZ7	9.10183867719e-05	0.002433985131166633	3
Q8WV44;Q96A61	Null	Null	0
Q9H7N4;A6NN14	Null	Null	0
P62166;Q13177	0.0499607057562	0.0499607057562	2
O15169;Q9Y2T1	0.000202946402937	0.010625259842011233	30
Q9NSY1;Q9H0E3	Null	Null	0
Q14202;Q2TAL8	Null	Null	0
Q96CV9;P19838	0.0125465976216	0.03986176142016363	11
Q86XU0;Q96PV6	Null	Null	0
Q9HC07;Q6NXT4	Null	Null	0
Q96MW7;Q9UJ04	Null	Null	0
Q5T8P6;Q8NB50	Null	Null	0
Q8IZ41;Q9NV70	Null	Null	0
Q7Z406;P35579	0.00026893570952	0.0103547732159375	18
P80303;Q02818	0.0416142624205	0.0416142624205	1
E9PDS3;Q13683	0.000275515116715	0.014704177923908093	21
Q8N5A5;P53567	Null	Null	0
P47929;Q9H1E1	Null	Null	0
P07942;P11047;Q16363	9.10977505312e-07	0.006614091466042264	35
Q63ZY3;P00374	0.0390530378161	0.04450765814785	2
Q6PIY7;Q9BWF3	Null	Null	0
O76064;O43251	Null	Null	0
P39060;P02751	0.00358266401337	0.03709335653323857	7
Q86XZ4;P00374	0.0390530378161	0.0390530378161	1
P0CJ78;P59923	Null	Null	0
Q6NZY4;Q8IX01	Null	Null	0
Q8NCG7;Q8TBR7	Null	Null	0
Q9Y6R4;Q58FF7	Null	Null	0
Q8TD31;Q9NSV4	Null	Null	0
P20719;P17509	Null	Null	0
Q96GX5;Q96FC9	Null	Null	0
Q9NVW2;Q99865	Null	Null	0
Q6UWV2;Q9NPA0	Null	Null	0
Q86Y07;P36956	0.0441674382201	0.04880299588301999	5
Q6P0N0;O43683	0.0499607057562	0.0499607057562	1
Q9UBH6;Q8IVW1	Null	Null	0
Q96CU9;Q9Y6M9	0.000497493813899	0.013853823411037632	30
Q9BT09;Q8NBK3	0.0499622784796	0.0499622784796	1
Q12778;P85037	0.0120356762478	0.0362711880883	4
Q8NEJ9;Q9H2U1	Null	Null	0
O14494;Q6T4P5	0.0217979469822	0.0239777416804	2
Q9H6S0;Q96S16	Null	Null	0
Q15283;O95248	Null	Null	0
Q96AK3;Q9Y2T7	Null	Null	0
O94885;Q9Y2K2	Null	Null	0
O75506;Q15025	Null	Null	0
Q15392;P33908	0.0386477252339	0.038850381525	2
P17600;Q92777;O14994	2.21803218685e-07	0.010613524795027628	17
Q9BXK5;Q9Y6C9	Null	Null	0
Q02363;P15923;P47928;P41134;A6NI15	9.63833519824e-07	0.013496855662374846	14
Q6VN20;P49366	Null	Null	0
P28330;P13995	0.0313170727418	0.035185055278949995	2
P30825;Q8WUM9	0.00424792603166	0.013158411033323334	3
Q8WXE0;Q7L1Q6	Null	Null	0
Q8IXW5;O94762	Null	Null	0
P34981;Q9NP94	0.0499622784796	0.0499622784796	2
P17661;Q9H7C4;O15061;P48681	1.24519212507e-06	0.017347581604590847	6
Q9UPW6;Q01826	0.00327126477077	0.0211024387568175	4
Q8IX15;Q9NZ81	0.0370188223986	0.04098694838576667	3
Q07912;Q9UJM3	0.00425737892733	0.00425737892733	1
Q68DK2;Q96AY4	0.0499622784796	0.0499622784796	1
Q96FC7;Q9BPU6;O14531;Q16555;Q14194;Q14195	5.16541473211e-13	0.00018090436627541176	6
Q9HCM1;Q9H0K1	0.0151138916276	0.0151138916276	1
Q9GZN0;Q9BXB1	Null	Null	0
Q9UJW9;Q9BZL1	Null	Null	0
P35625;O43405	Null	Null	0
P05090;O95994	0.00706598113795	0.0113476837989175	4
Q96FF9;Q6ZN19	Null	Null	0
O15409;Q9H0K6	Null	Null	0
P02750;P00738	Null	Null	0
Q96K49;Q8NBN3	Null	Null	0
Q96IJ6;Q9Y5P6	1.57272344749e-05	0.003379436147169175	8
A0A1P0AZG4;Q92753	0.0467468843202	0.0467468843202	1
Q5TZ20;Q8NCS7	Null	Null	0
Q96MP8;O95429	0.0499622784796	0.0499622784796	1
Q8TB52;Q9H672	0.0389296234956	0.0389296234956	1
Q96AK3;Q9UH17	0.00277442082561	0.018468819654958002	10
Q01850;O60941	Null	Null	0
Q5XXA6;P50443	0.0249811392398	0.04639354430248571	7
Q9H201;Q14677	Null	Null	0
A1L4K1;Q07002	Null	Null	0
Q6S8J3;P20742	Null	Null	0
Q5SQQ9;P62508	0.0499622784796	0.0499622784796	1
Q9Y6B6;Q9NR31	0.000160717151417	0.01629879463377522	9
P51788;Q4KMQ2	0.00424792603166	0.024057636031492	5
O95747;O95396	0.0173623722658	0.033661539011	2
O95073;Q0VD86	Null	Null	0
O15055;Q8WVL7	Null	Null	0
Q6ZVD8;O60346	3.30271923972e-05	0.014498398739793021	9
O95711;Q86Z23;Q7Z5Y6;Q9UJH8	Null	Null	0
Q06828;P01137	Null	Null	0
Q9Y613;Q6P2E9	Null	Null	0
Q32P51;P09651	0.000291773969644	0.013860447573783184	61
Q86W56;Q96KQ4	0.0499607057562	0.0499607057562	1
Q13287;Q9H9Q2	0.0249811392398	0.04163418358406667	3
Q96M94;Q9P203	Null	Null	0
P23919;Q14353	Null	Null	0
Q9NS23;P30305	0.00156835886876	0.00156835886876	1
Q9BW71;Q8IUF8	Null	Null	0
P17022;P57086	Null	Null	0
Q8WUN7;P07902	0.0249811392398	0.04163523206633333	3
Q14739;Q9Y2U8	0.000113236088219	0.03099697688074404	23
Q13643;Q6Q6R5	0.0249811392398	0.04163418358406667	3
Q5VTL8;Q8NAV1	0.0011815990571	0.0011815990571	1
Q6NUM9;P08240	0.0477254774374	0.0477254774374	1
Q9BZ76;Q14773	0.0249811392398	0.0249811392398	1
P17676;P53567	1.91210061247e-05	0.012177675342942245	11
P39880;O15084	Null	Null	0
P28715;P52747	Null	Null	0
Q92802;Q96T58	0.0499607057562	0.0499607057562	1
A0A1P0AYU5;Q9NUH8	Null	Null	0
Q9NPG2;P48775	0.0441674382201	0.0441674382201	1
P07948;P12931;P07947	5.99994383476e-07	0.010368068844002548	67
Q99707;Q70CQ2;O95396;Q52LW3;Q96HP0;Q9H7D0;Q9Y3S1;Q6PFW1	Null	Null	0
Q8IYL2;Q6ZRY4	Null	Null	0
O76094;Q9UHB9	3.15694404569e-05	0.00590769267182615	6
B4DMQ8;O94805	Null	Null	0
P29728;Q01804	0.00638984993521	0.006568561491615	2
Q9Y2C4;Q96DA6	0.0499622784796	0.0499622784796	1
Q13574;Q99755	0.000547340298831	0.013030581027477249	4
O95084;P19823	0.00702221019303	0.008139630202465	2
O95831;Q9NVE7	0.0499607057562	0.049961885298749995	4
Q10588;Q9Y6M0	0.00496980609406	0.00496980609406	1
Q3KNT9;Q9NPA0	Null	Null	0
Q96RY5;Q96PZ0;Q9UJ04;Q6IQ32;O43435	Null	Null	0
P28358;O43248	Null	Null	0
Q08623;Q8N0W3	Null	Null	0
Q05084;P53367	Null	Null	0
Q69YQ0;P62736	0.0175044119705	0.030361950394816668	6
O75116;O14733	0.00101723752583	0.0076347515857985715	7
Q13470;Q15438	Null	Null	0
Q8IX06;Q96SI9	Null	Null	0
Q8IYP9;Q86UL3	Null	Null	0
Q9Y6A5;Q8NBT0	0.0148440007056	0.0204679439705	2
Q9NZR2;Q5VV63;Q6UWL2	Null	Null	0
Q6PI73;A8MVW0	Null	Null	0
O94916;Q6PI26	0.0499607057562	0.0499607057562	1
Q9Y6G9;Q9Y448	Null	Null	0
O94888;Q92890	0.0110971366455	0.0110971366455	1
Q9H3S7;P29144	Null	Null	0
O75179;Q9BZE4	Null	Null	0
Q9NP61;Q8N6H7	0.00388686777504	0.012170366675754546	11
Q86UT6;Q07973	0.0249811392398	0.036067205092	3
Q96GC9;Q8NE01	Null	Null	0
P0CJ78;Q9NSD4;Q8NB50;P59923	Null	Null	0
O95714;Q9HC77	0.00803976226355	0.018034419772325	2
Q13465;Q9HC78	0.0499622784798	0.0499622784798	1
Q9H329;Q9H4G0	Null	Null	0
Q96BW5;Q68D91	Null	Null	0
Q05823;O95747	0.0499607057562	0.0499607057562	1
O95759;Q66K14	Null	Null	0
Q9UHR4;O43776	0.0126083460924	0.0295619362919625	8
Q9UIV8;P50452	Null	Null	0
Q9NUQ6;Q9BVS4	Null	Null	0
Q9Y2G9;Q9BRJ7	Null	Null	0
O14975;O60488	0.000302164644373	0.013658467723638714	7
P05114;Q9H6Y2	Null	Null	0
P17050;Q12794	0.00105914789412	0.035237805967102215	9
Q7Z3J2;Q6MZM0	0.0499622784796	0.0499622784796	1
Q9H2F9;Q5SW79	0.0142677471156	0.0142677471156	1
Q9UKN8;Q9Y5Q8	1.57272344749e-05	0.0031170330246936737	15
Q96MV1;Q6ZT21	Null	Null	0
Q9NZ52;Q9UJY5	0.00105914789412	0.00534822233666	4
P53814;P68133	0.0305414402725	0.0315200987957	2
Q6P499;Q9NUH8	Null	Null	0
Q9Y4L1;P11021	0.00180437801884	0.0185314130358	6
Q86U10;Q92529	0.0499607057562	0.0499607057562	2
P20338;P20337	0.000104296397044	0.001587912644992	2
Q92522;Q9NV31	Null	Null	0
Q15973;Q9BS34	0.0114027178959	0.0114027178959	1
O43665;Q96KB5	Null	Null	0
Q8N2F6;Q4ZIN3	Null	Null	0
Q6PJF5;Q9NY26	0.0499622784796	0.0499622784796	1
P49918;P42773	0.000286235667443	0.012630786409953607	23
Q9P000;Q9UBI1	0.000122672428904	0.013072477295496668	3
Q99735;Q96IW7	Null	Null	0
A8CG34;Q96HA1	0.000638525719679	0.007463776143481543	57
Q99571;P62879	0.00460178880735	0.018904922200525	2
Q96MX3;P78332	Null	Null	0
Q9H583;Q9H8H0	0.0011889789263	0.01776894405439	5
Q9Y2U8;Q8NC56	0.000103799747534	0.020079746615768203	10
P04062;P51688	0.00105914789412	0.030335499613945712	7
P20338;P61020	0.00142016927308	0.00471715783394	4
Q08397;P58166	0.0499622784796	0.0499622784796	4
Q96QR8;O00442	Null	Null	0
Q8TF32;Q6PCB5	Null	Null	0
Q9BVQ7;Q9BYJ9	Null	Null	0
O43929;Q9H0U9	0.00521545970739	0.034320422625918	5
P54652;P48741	0.0349735949358	0.0424679367078	2
Q96L73;P78362;O96028	0.000739910374376	0.018071449223526	6
Q96JL9;Q9P215	Null	Null	0
P17039;Q8N972;Q6ZMS7;Q9Y3M9	1.53627859811e-05	1.53627859811e-05	1
Q9Y4I5;Q16254	0.0499607057562	0.0499607057562	2
P61978;P11940	0.00484556094171	0.00484556094171	1
Q96BF6;Q2KHR2	Null	Null	0
Q5SXM8;Q86YB7	Null	Null	0
Q86XF7;Q8TF50	Null	Null	0
O14495;O15126	0.0499607057562	0.0499607057562	2
Q9Y287;Q9NQX7	0.0059448946315	0.01965778491484	5
Q8N8J7;Q96K37	0.025384335359	0.03232855583653333	3
P02808;Q9NP55	Null	Null	0
Q8TEC5;E7ENI0	Null	Null	0
A8K8V0;Q9ULX6	Null	Null	0
Q7L7X3;O00506	0.0337023249436	0.034315050279850004	2
P52747;Q02446	Null	Null	0
Q8TDB6;Q8IXQ6	1.57272344749e-06	0.019084549685684276	7
O43402;Q9Y3E5	Null	Null	0
Q9UNG2;P41273	0.000434071671506	0.003602397173318667	3
O00748;Q6UWW8	0.00260845289007	0.016099953376942498	8
Q9UBP9;Q9Y6R0	Null	Null	0
Q13322;Q86XP1	Null	Null	0
Q5T7N3;Q8WY64	Null	Null	0
Q99502;P57058	0.0499607057562	0.0499607057562	2
Q9NPA8;Q9UPT9	0.00026893570952	0.009587322135873334	3
P27987;P61289	0.014311513211	0.018045551052133332	3
O15062;P51508	Null	Null	0
Q9NZ08;Q6IAN0	0.0499607057562	0.0499607057562	1
Q9P0K7;Q9BZF9	Null	Null	0
Q9H9T3;Q9NUQ6	Null	Null	0
P04839;P13498	3.14544689497e-06	0.009938124228085418	84
Q3KNW5;Q8TDT2	Null	Null	0
O15417;Q16875	Null	Null	0
Q05639;Q96PU8	Null	Null	0
O14639;Q08E71	Null	Null	0
O75152;Q8TAQ5	Null	Null	0
Q9NUD5;Q9H9V9	Null	Null	0
Q6H8Q1;O14639	0.000122672428904	0.0010946408276446666	3
Q9NS91;Q9BQI6	0.0217979469822	0.0217979469822	1
Q15121;Q9H0C8	Null	Null	0
O00398;Q13585	0.00329224164765	0.00333746072922	2
Q9C037;Q9NNW5	Null	Null	0
P25116;P55085	0.0011889789263	0.020847046571465293	17
Q9H7X3;Q15072	Null	Null	0
O15151;Q8WVL7	0.0499607057562	0.0499614921179	2
Q9NYL2;O43318	0.00209486763205	0.01928119391185923	13
P15336;Q9Y6G5	Null	Null	0
Q9UMS5;Q8N3S3	Null	Null	0
O15015;Q9UL36	Null	Null	0
Q12815;Q9H9V9	Null	Null	0
Q9HCM4;O43491	0.00192658622317	0.003204424024255	2
Q8N2G8;Q9BSW2	Null	Null	0
P51805;O43157;O15031	4.19208083314e-06	0.017170964101630232	16
Q504U0;Q9H0K1	Null	Null	0
P22694;P22612	1.57272344749e-05	0.003939847932230646	138
Q86SQ9;Q96E22	1.57272344749e-06	0.020526359581757938	36
Q6V9R5;Q8N587	0.00692963177905	0.009166174837475	2
Q8IVH2;Q86UP3	Null	Null	0
Q9H0I9;Q9P2X3	Null	Null	0
Q14508;Q9NQ79	Null	Null	0
O14976;O75061	0.0011889789263	0.00422879122972	6
Q709C8;Q86V21	Null	Null	0
Q15649;Q15528	Null	Null	0
Q8TF66;Q96FE5	0.0499607057562	0.0499607057562	1
Q13459;Q96H55	Null	Null	0
P56851;Q969Y0	Null	Null	0
Q96FJ0;O95630	0.000731316403081	0.009283000148790499	2
Q9H7Z7;Q07820	0.012524397647	0.034239561904900004	7
A0A1B0GWD6;Q96IW7	0.0433895309553	0.04667590471745	2
Q16589;Q86VK4	Null	Null	0
O75791;Q93062	Null	Null	0
Q9UI36;Q96NX9	Null	Null	0
Q96L92;P55212	0.0164213498143	0.033014968233225	4
O43639;Q07889	0.000122672428904	0.021276066368711613	13
Q9Y2I1;P50579	Null	Null	0
Q9BZ29;Q5JSL3	0.0207646676772	0.0207646676772	1
Q9NU63;P40692	0.0498932456821	0.049949462410516655	6
Q9UMY4;Q4G0F5	0.00388686777504	0.00388686777504	1
Q6PJG9;Q9P244	0.000298817455022	0.021057980600132753	8
Q9UPU9;O14924	Null	Null	0
O14727;Q15208	0.0499607057562	0.0499607057562	1
Q5T752;Q5TCM9;Q5TA81;Q5T754;Q701N4;Q5T751;Q5T7P2;Q5TA82;O14633;P49901;Q5TA78;Q5T7P3;Q5T753;Q9BYQ3;Q9BYR2;P0C7H8;Q9BYQ4;Q9BYR3;P60331;Q9BYQ0;Q6L8G4;P26371;Q9BYQ6;Q8IUG1;Q6L8G9;Q07627;Q5TA77;Q9BYR9;P60370;Q5TA79	1.29679779259e-54	0.006699500608091022	50
P48449;Q6NUM9	0.0390530378161	0.0390530378161	1
Q0VGL1;O43504	0.000143117833721	0.009936379660378998	14
Q8IWI9;Q15596	Null	Null	0
P35555;P35556	1.88726813698e-05	0.022956532647739156	49
O15540;Q9ULW8	Null	Null	0
Q6ZRV2;Q9Y2K2	Null	Null	0
Q8TCN5;Q92766;Q9NSC2;Q92618;Q9ULJ3;Q9BXA9;Q96JB3;Q9Y467;O15090;P17036;Q96N38;Q96H86;Q8N972;Q8IZ40;P52737;Q8IY51;Q9HCM1;O15062;Q96DT7;Q9P1Z0;Q96PZ0;Q8IVW6;Q7LBC6;Q8TE76	4.04596544632e-09	0.0017149451279153901	70
P63244;Q86WP2	0.0499607057562	0.049960705756200006	3
P08253;P35625	8.03082257238e-05	0.032807007789209225	8
Q86VV8;Q6NZ67	0.0499622784796	0.0499622784796	2
P35218;Q5JRX3	0.0325472731256	0.0325472731256	1
